150	A	6127.59375	13670.268519998994	冰雪
151	A	6667.59375	13752.861109999008	冰雪
250	C	13252.59375	13401.842590000015	暖性针叶林
15	F	14872.59375	13711.564809998963	河流
757	E	21187.59375	13422.490739998873	温性针叶林
152	A	6367.59375	13781.009260000195	冰雪
758	E	10072.59375	13743.509260000195	温性针叶林
51	G	17167.59375	11493.231480000075	暖温性稀树灌木草丛
200	D	9397.59375	13728.41667000018	针阔混交林
759	E	10627.59375	13289.25	温性针叶林
760	E	12307.59375	13409.157409999985	温性针叶林
265	B	15217.59375	13685.268519998994	干热灌丛
201	D	21127.59375	13672.120370000135	针阔混交林
251	C	14452.59375	13658.972219998948	暖性针叶林
202	D	20377.59375	13685.268519998994	针阔混交林
252	C	16207.59375	13617.305559998844	暖性针叶林
153	A	6352.59375	13662.861109999008	冰雪
203	D	9562.59375	13651.564809998963	针阔混交林
253	C	17287.59375	13506.935190000106	暖性针叶林
254	C	17467.59375	13506.935190000106	暖性针叶林
204	D	20542.59375	13612.120370000135	针阔混交林
761	E	9952.59375	13692.861109999008	温性针叶林
266	B	15697.59375	13661.009260000195	干热灌丛
69	J	7162.59375	13674.157409999985	高山流石滩疏生草甸
762	E	7657.59375	13613.787039998919	温性针叶林
41	H	10462.59375	13540.91667000018	寒温山地硬叶常绿栎林
154	A	6442.59375	13492.120370000135	冰雪
255	C	13582.59375	13499.52778000012	暖性针叶林
256	C	11197.59375	13538.972219998948	暖性针叶林
205	D	9307.59375	13480.91667000018	针阔混交林
257	C	11947.59375	13508.972219998948	暖性针叶林
763	E	8017.59375	13601.009260000195	温性针叶林
764	E	13357.59375	13075.083329998888	温性针叶林
267	B	14737.59375	13597.305559998844	干热灌丛
155	A	5122.59375	13557.861109999008	冰雪
156	A	6517.59375	13430.268519998994	冰雪
157	A	5437.59375	13492.120370000135	冰雪
258	C	11287.59375	13505.268519998994	暖性针叶林
259	C	13702.59375	13430.268519998994	暖性针叶林
206	D	21037.59375	13462.120370000135	针阔混交林
158	A	4177.59375	13199.157409999985	冰雪
260	C	11767.59375	13448.972219998948	暖性针叶林
159	A	4972.59375	13527.861109999008	冰雪
160	A	5707.59375	13514.71296000015	冰雪
261	C	13627.59375	13379.620370000135	暖性针叶林
161	A	6172.59375	13537.305559998844	冰雪
207	D	7747.59375	13494.157409999985	针阔混交林
262	C	18022.59375	13366.379629998934	暖性针叶林
162	A	5167.59375	13370.268519998994	冰雪
268	B	15517.59375	12337.120370000135	干热灌丛
163	A	4657.59375	13381.564809998963	冰雪
765	E	11227.59375	13175.083329998888	温性针叶林
263	C	11692.59375	13152.305559998844	暖性针叶林
766	E	12277.59375	11534.52778000012	温性针叶林
264	C	13462.59375	13467.861109999008	暖性针叶林
269	B	14842.59375	13041.842590000015	干热灌丛
164	A	4822.59375	13488.509260000195	冰雪
767	E	9892.59375	13319.52778000012	温性针叶林
270	B	13927.59375	13437.861109999008	干热灌丛
768	E	10792.59375	13407.861109999008	温性针叶林
165	A	4942.59375	13394.71296000015	冰雪
52	G	16987.59375	12692.768519998994	暖温性稀树灌木草丛
769	E	19162.59375	13088.60185000021	温性针叶林
770	E	20707.59375	12857.953699999955	温性针叶林
208	D	8437.59375	13250.268519998994	针阔混交林
209	D	8962.59375	13422.861109999008	针阔混交林
166	A	4837.59375	13114.898149998859	冰雪
210	D	9487.59375	13377.675929998979	针阔混交林
16	F	14797.59375	13387.305559998844	河流
53	G	16462.59375	13321.564809998963	暖温性稀树灌木草丛
211	D	9052.59375	13308.41667000018	针阔混交林
265	C	15082.59375	12019.898149998859	暖性针叶林
771	E	13042.59375	13295.268519998994	温性针叶林
772	E	21682.59375	13098.046300000045	温性针叶林
266	C	11482.59375	13321.564809998963	暖性针叶林
773	E	10537.59375	12972.490739998873	温性针叶林
167	A	5242.59375	13265.268519998994	冰雪
70	J	7702.59375	13278.41667000018	高山流石滩疏生草甸
212	D	20527.59375	13274.71296000015	针阔混交林
774	E	20767.59375	13195.82407000009	温性针叶林
51	K	8167.59375	13271.009260000195	寒温性灌丛
775	E	10267.59375	13100.083329998888	温性针叶林
776	E	20872.59375	13150.91667000018	温性针叶林
52	K	7597.59375	13092.675929998979	寒温性灌丛
53	K	7312.59375	13162.120370000135	寒温性灌丛
267	C	18877.59375	13227.861109999008	暖性针叶林
777	E	21517.59375	13152.861109999008	温性针叶林
778	E	13042.59375	13066.379629998934	温性针叶林
779	E	13762.59375	12987.675929998979	温性针叶林
213	D	20332.59375	13181.009260000195	针阔混交林
54	K	7492.59375	13194.157409999985	寒温性灌丛
780	E	21322.59375	13102.120370000135	温性针叶林
268	C	21697.59375	12549.898149998859	暖性针叶林
55	K	8137.59375	13120.731480000075	寒温性灌丛
781	E	20512.59375	13111.564809998963	温性针叶林
54	G	16987.59375	13107.861109999008	暖温性稀树灌木草丛
269	C	18817.59375	13147.21296000015	暖性针叶林
168	A	4162.59375	13130.268519998994	冰雪
56	K	7222.59375	13000.91667000018	寒温性灌丛
71	J	7087.59375	13081.564809998963	高山流石滩疏生草甸
782	E	10072.59375	12871.194440000225	温性针叶林
783	E	12997.59375	12959.620370000135	温性针叶林
169	A	6577.59375	13091.009260000195	冰雪
170	A	3052.59375	13064.71296000015	冰雪
214	D	8662.59375	13094.620370000135	针阔混交林
270	C	21247.59375	12920.083329998888	暖性针叶林
215	D	9772.59375	13074.157409999985	针阔混交林
216	D	9127.59375	13100.453699999955	针阔混交林
784	E	13192.59375	13074.157409999985	温性针叶林
57	K	7957.59375	12903.231480000075	寒温性灌丛
72	J	6922.59375	13023.509260000195	高山流石滩疏生草甸
1	P	18637.59375	13047.861109999008	半湿润常绿阔叶林
14	I	16087.59375	12952.120370000135	栽培植被
217	D	9922.59375	13031.009260000195	针阔混交林
785	E	11722.59375	12702.305559998844	温性针叶林
786	E	13957.59375	12828.32407000009	温性针叶林
787	E	13387.59375	12621.842590000015	温性针叶林
788	E	13387.59375	12886.379629998934	温性针叶林
789	E	10957.59375	12869.52778000012	温性针叶林
16	O	8317.59375	12751.194440000225	亚高山草甸
15	I	15697.59375	12869.52778000012	栽培植被
2	P	18412.59375	12922.120370000135	半湿润常绿阔叶林
58	K	7117.59375	12942.861109999008	寒温性灌丛
59	K	7747.59375	12869.52778000012	寒温性灌丛
171	A	3817.59375	12987.861109999008	冰雪
790	E	9922.59375	12922.120370000135	温性针叶林
73	J	6802.59375	12961.564809998963	高山流石滩疏生草甸
60	K	7432.59375	12818.972219998948	寒温性灌丛
17	F	14482.59375	12948.41667000018	河流
3	P	18397.59375	12619.71296000015	半湿润常绿阔叶林
791	E	11362.59375	12940.731480000075	温性针叶林
218	D	9682.59375	12944.71296000015	针阔混交林
792	E	9787.59375	12905.268519998994	温性针叶林
793	E	19027.59375	12865.82407000009	温性针叶林
219	D	8947.59375	12954.157409999985	针阔混交林
794	E	12157.59375	12954.157409999985	温性针叶林
172	A	4897.59375	12717.675929998979	冰雪
220	D	9067.59375	12927.861109999008	针阔混交林
221	D	9112.59375	12773.41667000018	针阔混交林
795	E	9367.59375	12783.231480000075	温性针叶林
222	D	9517.59375	12779.52778000012	针阔混交林
796	E	19522.59375	12911.009260000195	温性针叶林
61	K	7177.59375	12798.41667000018	寒温性灌丛
797	E	13222.59375	12924.157409999985	温性针叶林
62	K	6832.59375	12758.972219998948	寒温性灌丛
798	E	10582.59375	12736.379629998934	温性针叶林
271	C	14182.59375	12822.861109999008	暖性针叶林
271	B	14692.59375	12864.157409999985	干热灌丛
799	E	12322.59375	12802.120370000135	温性针叶林
17	O	8572.59375	12854.71296000015	亚高山草甸
4	P	18052.59375	12118.41667000018	半湿润常绿阔叶林
800	E	9847.59375	12837.861109999008	温性针叶林
801	E	11212.59375	12811.564809998963	温性针叶林
16	I	15892.59375	12813.509260000195	栽培植被
74	J	6517.59375	12648.32407000009	高山流石滩疏生草甸
272	C	21922.59375	12548.60185000021	暖性针叶林
18	F	16267.59375	12751.564809998963	河流
802	E	12877.59375	12824.71296000015	温性针叶林
223	D	11062.59375	12751.564809998963	针阔混交林
803	E	11347.59375	12689.620370000135	温性针叶林
804	E	13597.59375	12313.972219998948	温性针叶林
55	G	16552.59375	12785.268519998994	暖温性稀树灌木草丛
273	C	18757.59375	12700.91667000018	暖性针叶林
19	F	16207.59375	12783.509260000195	河流
224	D	9232.59375	12702.675929998979	针阔混交林
805	E	12037.59375	12794.71296000015	温性针叶林
274	C	21862.59375	12781.564809998963	暖性针叶林
173	A	8377.59375	12330.82407000009	冰雪
806	E	10747.59375	12685.82407000009	温性针叶林
63	K	8017.59375	12738.41667000018	寒温性灌丛
807	E	13042.59375	12751.564809998963	温性针叶林
808	E	12832.59375	12670.91667000018	温性针叶林
809	E	21067.59375	12484.898149998859	温性针叶林
75	J	6622.59375	12413.787039998919	高山流石滩疏生草甸
76	J	9847.59375	12221.935190000106	高山流石滩疏生草甸
810	E	10717.59375	12455.083329998888	温性针叶林
20	F	15847.59375	12721.564809998963	河流
64	K	7417.59375	12683.787039998919	寒温性灌丛
174	A	3382.59375	12717.861109999008	冰雪
65	K	7042.59375	12652.21296000015	寒温性灌丛
18	O	8692.59375	12590.268519998994	亚高山草甸
811	E	12322.59375	12744.157409999985	温性针叶林
19	O	7792.59375	12590.268519998994	亚高山草甸
225	D	8917.59375	12731.009260000195	针阔混交林
275	C	14182.59375	12666.842590000015	暖性针叶林
272	B	16162.59375	12402.305559998844	干热灌丛
812	E	10327.59375	12687.861109999008	温性针叶林
66	K	7717.59375	12635.268519998994	寒温性灌丛
813	E	9817.59375	12661.564809998963	温性针叶林
814	E	13072.59375	12622.21296000015	温性针叶林
77	J	9187.59375	12355.453699999955	高山流石滩疏生草甸
276	C	20197.59375	12565.82407000009	暖性针叶林
21	F	16012.59375	12684.157409999985	河流
78	J	6802.59375	12592.21296000015	高山流石滩疏生草甸
815	E	10942.59375	12539.52778000012	温性针叶林
20	O	8617.59375	12601.564809998963	亚高山草甸
67	K	10477.59375	11922.120370000135	寒温性灌丛
816	E	12772.59375	12496.379629998934	温性针叶林
817	E	10582.59375	12479.620370000135	温性针叶林
818	E	21232.59375	12263.787039998919	温性针叶林
819	E	12127.59375	12545.268519998994	温性针叶林
820	E	12682.59375	12607.21296000015	温性针叶林
273	B	15802.59375	12515.268519998994	干热灌丛
821	E	12937.59375	12498.41667000018	温性针叶林
68	K	7552.59375	12451.564809998963	寒温性灌丛
226	D	10972.59375	12380.083329998888	针阔混交林
822	E	11092.59375	12222.305559998844	温性针叶林
227	D	20632.59375	12472.120370000135	针阔混交林
823	E	9427.59375	12507.861109999008	温性针叶林
824	E	13057.59375	12481.564809998963	温性针叶林
175	A	8152.59375	12338.972219998948	冰雪
274	B	16012.59375	12507.861109999008	干热灌丛
275	B	15922.59375	12468.41667000018	干热灌丛
277	C	19252.59375	12277.02778000012	暖性针叶林
176	A	5677.59375	12421.564809998963	冰雪
177	A	5887.59375	12336.935190000106	冰雪
825	E	13177.59375	12380.268519998994	温性针叶林
278	C	19657.59375	12385.82407000009	暖性针叶林
178	A	8797.59375	12083.41667000018	冰雪
21	O	7777.59375	12483.32407000009	亚高山草甸
179	A	8647.59375	12164.435190000106	冰雪
826	E	10192.59375	12425.268519998994	温性针叶林
827	E	12922.59375	12205.731480000075	温性针叶林
279	C	21442.59375	12408.41667000018	暖性针叶林
828	E	11797.59375	12184.898149998859	温性针叶林
180	A	8062.59375	12421.564809998963	冰雪
280	C	19642.59375	10449.342590000015	暖性针叶林
281	C	15787.59375	12340.91667000018	暖性针叶林
79	J	6307.59375	12286.379629998934	高山流石滩疏生草甸
829	E	20512.59375	12431.009260000195	温性针叶林
830	E	13612.59375	12414.157409999985	温性针叶林
69	K	7177.59375	12391.564809998963	寒温性灌丛
831	E	11977.59375	12404.71296000015	温性针叶林
832	E	11482.59375	12378.41667000018	温性针叶林
282	C	20167.59375	12414.157409999985	暖性针叶林
80	J	6847.59375	12308.972219998948	高山流石滩疏生草甸
833	E	12262.59375	12308.972219998948	温性针叶林
181	A	7372.59375	12072.305559998844	冰雪
834	E	13087.59375	12239.620370000135	温性针叶林
276	B	14887.59375	12275.268519998994	干热灌丛
835	E	12427.59375	12341.009260000195	温性针叶林
182	A	7852.59375	12301.564809998963	冰雪
183	A	8557.59375	12262.120370000135	冰雪
17	I	16357.59375	12327.861109999008	栽培植被
81	J	10297.59375	12097.02778000012	高山流石滩疏生草甸
228	D	10642.59375	12301.564809998963	针阔混交林
70	K	10732.59375	12248.972219998948	寒温性灌丛
836	E	12667.59375	12275.268519998994	温性针叶林
837	E	13342.59375	12327.861109999008	温性针叶林
283	C	15997.59375	12314.71296000015	暖性针叶林
22	F	16792.59375	12126.935190000106	河流
284	C	15367.59375	12232.120370000135	暖性针叶林
82	J	6367.59375	12192.675929998979	高山流石滩疏生草甸
838	E	12097.59375	12170.268519998994	温性针叶林
839	E	13492.59375	11864.435190000106	温性针叶林
56	G	16897.59375	12175.82407000009	暖温性稀树灌木草丛
71	K	10762.59375	12162.675929998979	寒温性灌丛
184	A	5452.59375	12254.71296000015	冰雪
185	A	6157.59375	12119.52778000012	冰雪
840	E	13822.59375	12211.564809998963	温性针叶林
841	E	11227.59375	12251.009260000195	温性针叶林
229	D	20827.59375	11924.435190000106	针阔混交林
72	K	10462.59375	12224.71296000015	寒温性灌丛
285	C	15742.59375	12211.564809998963	暖性针叶林
5	P	18427.59375	12207.861109999008	半湿润常绿阔叶林
286	C	15382.59375	11892.305559998844	暖性针叶林
18	I	16207.59375	11708.60185000021	栽培植被
287	C	21382.59375	12072.675929998979	暖性针叶林
842	E	12802.59375	12070.91667000018	温性针叶林
288	C	21442.59375	12204.157409999985	暖性针叶林
289	C	19162.59375	12151.564809998963	暖性针叶林
843	E	20827.59375	12108.41667000018	温性针叶林
290	C	19597.59375	12134.71296000015	暖性针叶林
291	C	19777.59375	12108.41667000018	暖性针叶林
186	A	5422.59375	12121.564809998963	冰雪
187	A	7537.59375	12147.861109999008	冰雪
188	A	9742.59375	11937.490739998873	冰雪
277	B	14812.59375	12151.564809998963	干热灌丛
292	C	15967.59375	12104.71296000015	暖性针叶林
293	C	21832.59375	12104.71296000015	暖性针叶林
83	J	10342.59375	12010.91667000018	高山流石滩疏生草甸
84	J	7957.59375	11995.82407000009	高山流石滩疏生草甸
294	C	21157.59375	11811.75	暖性针叶林
85	J	10222.59375	11851.194440000225	高山流石滩疏生草甸
295	C	19327.59375	12008.972219998948	暖性针叶林
296	C	14707.59375	12071.009260000195	暖性针叶林
57	G	18052.59375	11186.935190000106	暖温性稀树灌木草丛
297	C	14317.59375	11992.120370000135	暖性针叶林
86	J	9892.59375	11847.675929998979	高山流石滩疏生草甸
844	E	11827.59375	11913.231480000075	温性针叶林
298	C	15712.59375	12057.861109999008	暖性针叶林
87	J	9667.59375	11847.490739998873	高山流石滩疏生草甸
299	C	14497.59375	12012.861109999008	暖性针叶林
189	A	9547.59375	11913.231480000075	冰雪
845	E	11977.59375	12005.268519998994	温性针叶林
19	I	16147.59375	12014.71296000015	栽培植被
300	C	18892.59375	11858.972219998948	暖性针叶林
846	E	12952.59375	12050.268519998994	温性针叶林
847	E	13192.59375	12027.861109999008	温性针叶林
190	A	5767.59375	11975.268519998994	冰雪
191	A	6952.59375	11920.91667000018	冰雪
848	E	11227.59375	11797.02778000012	温性针叶林
301	C	19192.59375	11918.972219998948	暖性针叶林
302	C	17392.59375	12024.157409999985	暖性针叶林
192	A	5557.59375	11971.564809998963	冰雪
193	A	7087.59375	11971.564809998963	冰雪
303	C	19012.59375	11984.71296000015	暖性针叶林
304	C	21892.59375	11958.41667000018	暖性针叶林
194	A	7492.59375	11981.009260000195	冰雪
849	E	11392.59375	11819.620370000135	温性针叶林
73	K	9247.59375	11757.675929998979	寒温性灌丛
305	C	19747.59375	11849.52778000012	暖性针叶林
20	I	15952.59375	11954.71296000015	栽培植被
88	J	7702.59375	11924.71296000015	高山流石滩疏生草甸
306	C	14602.59375	11740.63889000006	暖性针叶林
307	C	19462.59375	11872.21296000015	暖性针叶林
195	A	7372.59375	11855.268519998994	冰雪
74	K	8647.59375	11789.52778000012	寒温性灌丛
850	E	12292.59375	11921.009260000195	温性针叶林
851	E	10312.59375	11821.564809998963	温性针叶林
852	E	12892.59375	11780.268519998994	温性针叶林
196	A	5722.59375	11838.41667000018	冰雪
230	D	10762.59375	11904.157409999985	针阔混交林
853	E	12502.59375	11877.675929998979	温性针叶林
854	E	8287.59375	11891.009260000195	温性针叶林
855	E	7957.59375	11874.157409999985	温性针叶林
856	E	10042.59375	11772.675929998979	温性针叶林
308	C	15037.59375	11647.02778000012	暖性针叶林
309	C	20977.59375	11750.268519998994	暖性针叶林
310	C	17977.59375	11861.009260000195	暖性针叶林
857	E	9067.59375	11286.657409999985	温性针叶林
858	E	20437.59375	11699.620370000135	温性针叶林
197	A	6682.59375	11699.620370000135	冰雪
859	E	14167.59375	11821.564809998963	温性针叶林
860	E	12217.59375	11431.194440000225	温性针叶林
861	E	14077.59375	11614.342590000015	温性针叶林
862	E	10642.59375	11699.52778000012	温性针叶林
311	C	20332.59375	11791.564809998963	暖性针叶林
198	A	6127.59375	11804.71296000015	冰雪
863	E	13312.59375	11710.91667000018	温性针叶林
23	F	16717.59375	11682.675929998979	河流
864	E	10702.59375	11515.731480000075	温性针叶林
865	E	10507.59375	11735.268519998994	温性针叶林
199	A	5557.59375	11810.268519998994	冰雪
21	I	16567.59375	11695.82407000009	栽培植被
58	G	18517.59375	11209.342590000015	暖温性稀树灌木草丛
312	C	19807.59375	11309.25	暖性针叶林
866	E	7987.59375	11797.305559998844	温性针叶林
200	A	7042.59375	11791.564809998963	冰雪
867	E	13627.59375	11031.472219998948	温性针叶林
868	E	10957.59375	11701.564809998963	温性针叶林
201	A	7297.59375	11741.009260000195	冰雪
75	K	8347.59375	11714.71296000015	寒温性灌丛
89	J	7492.59375	11632.21296000015	高山流石滩疏生草甸
202	A	6922.59375	11645.268519998994	冰雪
313	C	21817.59375	11448.046300000045	暖性针叶林
59	G	17182.59375	11645.268519998994	暖温性稀树灌木草丛
314	C	19342.59375	11694.157409999985	暖性针叶林
869	E	8077.59375	11645.268519998994	温性针叶林
870	E	12217.59375	11711.009260000195	温性针叶林
90	J	7192.59375	11551.564809998963	高山流石滩疏生草甸
871	E	10282.59375	11684.71296000015	温性针叶林
872	E	13687.59375	11664.157409999985	温性针叶林
873	E	9862.59375	11628.41667000018	温性针叶林
22	I	15562.59375	11273.41667000018	栽培植被
60	G	18937.59375	11611.194440000225	暖温性稀树灌木草丛
874	E	11452.59375	11386.379629998934	温性针叶林
875	E	8992.59375	11613.509260000195	温性针叶林
315	C	20017.59375	11637.861109999008	暖性针叶林
203	A	3262.59375	11624.71296000015	冰雪
204	A	3247.59375	11510.268519998994	冰雪
23	I	16057.59375	11624.71296000015	栽培植被
316	C	21142.59375	11515.82407000009	暖性针叶林
231	D	20692.59375	11621.009260000195	针阔混交林
205	A	6577.59375	11607.861109999008	冰雪
876	E	12667.59375	11211.842590000015	温性针叶林
877	E	13027.59375	11564.71296000015	温性针叶林
76	K	8317.59375	11512.21296000015	寒温性灌丛
61	G	16942.59375	11551.564809998963	暖温性稀树灌木草丛
878	E	13627.59375	11577.861109999008	温性针叶林
879	E	11887.59375	11581.564809998963	温性针叶林
91	J	8182.59375	11153.41667000018	高山流石滩疏生草甸
880	E	7687.59375	11442.675929998979	温性针叶林
77	K	8197.59375	11561.009260000195	寒温性灌丛
881	E	11422.59375	11598.509260000195	温性针叶林
882	E	9922.59375	11544.157409999985	温性针叶林
206	A	7132.59375	11050.268519998994	冰雪
317	C	20242.59375	11179.71296000015	暖性针叶林
207	A	6577.59375	11438.972219998948	冰雪
62	G	19282.59375	11531.009260000195	暖温性稀树灌木草丛
24	I	15787.59375	11544.157409999985	栽培植被
318	C	21562.59375	11176.009260000195	暖性针叶林
319	C	20962.59375	11452.120370000135	暖性针叶林
883	E	14032.59375	10832.768519998994	温性针叶林
320	C	20842.59375	11183.787039998919	暖性针叶林
884	E	13312.59375	11369.52778000012	温性针叶林
885	E	14347.59375	11501.009260000195	温性针叶林
886	E	9157.59375	11501.009260000195	温性针叶林
887	E	8887.59375	11501.009260000195	温性针叶林
888	E	9607.59375	11422.21296000015	温性针叶林
889	E	13717.59375	11474.71296000015	温性针叶林
92	J	7252.59375	11431.564809998963	高山流石滩疏生草甸
890	E	11572.59375	10690.175929998979	温性针叶林
93	J	8362.59375	11371.564809998963	高山流石滩疏生草甸
25	I	14752.59375	11431.564809998963	栽培植被
26	I	15802.59375	11405.268519998994	栽培植被
208	A	7012.59375	11414.71296000015	冰雪
891	E	9862.59375	11279.620370000135	温性针叶林
892	E	10027.59375	11411.009260000195	温性针叶林
893	E	10327.59375	11345.268519998994	温性针叶林
321	C	19897.59375	11384.71296000015	暖性针叶林
27	I	15142.59375	11354.71296000015	栽培植被
209	A	7372.59375	10744.71296000015	冰雪
894	E	10657.59375	11324.71296000015	温性针叶林
63	G	17152.59375	11258.972219998948	暖温性稀树灌木草丛
895	E	9202.59375	11285.268519998994	温性针叶林
896	E	12547.59375	11324.71296000015	温性针叶林
897	E	10552.59375	11168.972219998948	温性针叶林
898	E	13582.59375	11258.972219998948	温性针叶林
28	I	14977.59375	11334.157409999985	栽培植被
64	G	16852.59375	11296.379629998934	暖温性稀树灌木草丛
29	I	15772.59375	11321.009260000195	栽培植被
65	G	17317.59375	11189.52778000012	暖温性稀树灌木草丛
322	C	14542.59375	11028.046300000045	暖性针叶林
899	E	8947.59375	11251.564809998963	温性针叶林
900	E	12862.59375	10883.41667000018	温性针叶林
901	E	9517.59375	11198.972219998948	温性针叶林
24	F	16642.59375	11170.91667000018	河流
94	J	8017.59375	11225.268519998994	高山流石滩疏生草甸
232	D	20122.59375	10712.490739998873	针阔混交林
902	E	20377.59375	9654.25	温性针叶林
903	E	9622.59375	11125.82407000009	温性针叶林
66	G	17662.59375	11204.71296000015	暖温性稀树灌木草丛
210	A	7567.59375	10821.842590000015	冰雪
904	E	12727.59375	11135.268519998994	温性针叶林
905	E	9652.59375	10908.046300000045	温性针叶林
323	C	20677.59375	11131.564809998963	暖性针叶林
906	E	10222.59375	11118.41667000018	温性针叶林
211	A	6427.59375	11112.861109999008	冰雪
324	C	20392.59375	11131.564809998963	暖性针叶林
233	D	20557.59375	10631.935190000106	针阔混交林
95	J	8347.59375	11062.120370000135	高山流石滩疏生草甸
30	I	16147.59375	10773.13889000006	栽培植被
67	G	16462.59375	10587.305559998844	暖温性稀树灌木草丛
96	J	7867.59375	11018.972219998948	高山流石滩疏生草甸
907	E	10432.59375	11097.861109999008	温性针叶林
212	A	7747.59375	11097.861109999008	冰雪
325	C	21607.59375	11073.32407000009	暖性针叶林
908	E	10147.59375	11081.009260000195	温性针叶林
68	G	16687.59375	10677.953699999955	暖温性稀树灌木草丛
909	E	12562.59375	10910.268519998994	温性针叶林
326	C	20587.59375	10968.41667000018	暖性针叶林
910	E	10492.59375	10915.82407000009	温性针叶林
911	E	8872.59375	10983.509260000195	温性针叶林
912	E	8857.59375	10653.13889000006	温性针叶林
69	G	18622.59375	10962.861109999008	暖温性稀树灌木草丛
913	E	8047.59375	10994.71296000015	温性针叶林
22	O	21892.59375	11007.675929998979	亚高山草甸
78	K	9307.59375	10977.861109999008	寒温性灌丛
31	I	15877.59375	10898.972219998948	栽培植被
914	E	10927.59375	10977.861109999008	温性针叶林
213	A	7867.59375	10643.787039998919	冰雪
79	K	9187.59375	10991.009260000195	寒温性灌丛
70	G	17707.59375	10938.41667000018	暖温性稀树灌木草丛
327	C	20332.59375	10859.52778000012	暖性针叶林
915	E	13282.59375	10961.009260000195	温性针叶林
328	C	20062.59375	10921.564809998963	暖性针叶林
916	E	10147.59375	10790.083329998888	温性针叶林
234	D	18952.59375	10882.120370000135	针阔混交林
32	I	15997.59375	10917.861109999008	栽培植被
329	C	15667.59375	10865.268519998994	暖性针叶林
917	E	13492.59375	10865.268519998994	温性针叶林
918	E	9052.59375	10872.861109999008	温性针叶林
214	A	7777.59375	10769.620370000135	冰雪
23	O	21787.59375	10716.935190000106	亚高山草甸
330	C	20527.59375	10861.564809998963	暖性针叶林
919	E	11197.59375	10874.71296000015	温性针叶林
920	E	9262.59375	10716.935190000106	温性针叶林
921	E	8332.59375	10801.564809998963	温性针叶林
922	E	10387.59375	10842.861109999008	温性针叶林
923	E	12502.59375	10795.82407000009	温性针叶林
924	E	9997.59375	10897.305559998844	温性针叶林
925	E	15247.59375	10778.972219998948	温性针叶林
926	E	13207.59375	10857.861109999008	温性针叶林
33	I	15922.59375	10765.82407000009	栽培植被
71	G	17062.59375	10550.91667000018	暖温性稀树灌木草丛
927	E	8482.59375	10762.120370000135	温性针叶林
928	E	11452.59375	10784.71296000015	温性针叶林
235	D	19552.59375	10741.564809998963	针阔混交林
929	E	11752.59375	10728.41667000018	温性针叶林
930	E	14152.59375	10227.305559998844	温性针叶林
931	E	11062.59375	10422.305559998844	温性针叶林
932	E	9817.59375	10658.972219998948	温性针叶林
331	C	15622.59375	10737.861109999008	暖性针叶林
933	E	12727.59375	10737.861109999008	温性针叶林
934	E	14377.59375	10422.305559998844	温性针叶林
935	E	14992.59375	10734.157409999985	温性针叶林
936	E	10312.59375	10435.731480000075	温性针叶林
937	E	12967.59375	10510.63889000006	温性针叶林
72	G	17977.59375	10721.009260000195	暖温性稀树灌木草丛
938	E	10627.59375	10655.268519998994	温性针叶林
939	E	8602.59375	10600.91667000018	温性针叶林
332	C	18742.59375	10355.731480000075	暖性针叶林
333	C	15607.59375	10612.21296000015	暖性针叶林
940	E	9172.59375	10323.13889000006	温性针叶林
334	C	21562.59375	10467.675929998979	暖性针叶林
73	G	17722.59375	10332.305559998844	暖温性稀树灌木草丛
941	E	11887.59375	9714.990739998873	温性针叶林
942	E	12352.59375	10653.32407000009	温性针叶林
943	E	10942.59375	10634.71296000015	温性针叶林
944	E	13867.59375	10486.379629998934	温性针叶林
74	G	16537.59375	9329.342590000015	暖温性稀树灌木草丛
335	C	21892.59375	10591.564809998963	暖性针叶林
945	E	12472.59375	10614.157409999985	温性针叶林
946	E	13282.59375	10601.009260000195	温性针叶林
947	E	14842.59375	10480.91667000018	温性针叶林
215	A	6607.59375	10574.71296000015	冰雪
34	I	15997.59375	10140.82407000009	栽培植被
216	A	8017.59375	10357.02778000012	冰雪
948	E	14617.59375	10430.083329998888	温性针叶林
217	A	6622.59375	10533.509260000195	冰雪
336	C	18067.59375	9893.41667000018	暖性针叶林
236	D	20407.59375	10360.63889000006	针阔混交林
337	C	21352.59375	10478.972219998948	暖性针叶林
237	D	20167.59375	10514.71296000015	针阔混交林
75	G	18277.59375	10514.71296000015	暖温性稀树灌木草丛
949	E	11467.59375	10405.82407000009	温性针叶林
950	E	13747.59375	10484.71296000015	温性针叶林
951	E	10072.59375	10484.71296000015	温性针叶林
218	A	6382.59375	10471.564809998963	冰雪
35	I	17242.59375	9906.657409999985	栽培植被
952	E	9697.59375	10441.564809998963	温性针叶林
219	A	8227.59375	10381.564809998963	冰雪
953	E	12532.59375	10214.342590000015	温性针叶林
338	C	21847.59375	10300.91667000018	暖性针叶林
954	E	15307.59375	10385.268519998994	温性针叶林
955	E	12247.59375	10289.620370000135	温性针叶林
956	E	10357.59375	10342.21296000015	温性针叶林
36	I	15907.59375	10458.509260000195	栽培植被
957	E	10672.59375	10351.564809998963	温性针叶林
220	A	8302.59375	10338.41667000018	冰雪
958	E	9892.59375	10325.268519998994	温性针叶林
959	E	11902.59375	10405.91667000018	温性针叶林
37	I	16387.59375	10272.675929998979	栽培植被
960	E	11557.59375	10377.861109999008	温性针叶林
339	C	18382.59375	10203.231480000075	暖性针叶林
961	E	11902.59375	10304.71296000015	温性针叶林
